State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
"NY","Northport","2516","1",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","KeySpan Corporation, National Grid Generation LLC","KeySpan Corporation, National Grid Generation LLC","Richard E Hohlman (603798)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","Richard E Hohlman (603798) (Ended Apr 01, 2011)<br>James P Flannery (606257) (Started Apr 01, 2011)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA (Began Mar 10, 2012)","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)","Robert D Teetz (1010) (Ended Jul 29, 2013)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","1",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1967","Operating","3900.0",
"NY","Northport","2516","2",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","KeySpan Corporation","KeySpan Corporation","Richard E Hohlman (603798) (Started Jan 07, 2009)","Robert D Teetz (1010) (Started Jan 07, 2009)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1968","Operating","3600.0",
"NY","Northport","2516","2",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","KeySpan Corporation, National Grid Generation LLC","KeySpan Corporation, National Grid Generation LLC","Richard E Hohlman (603798)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1968","Operating","3600.0",
"NY","Northport","2516","2",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","Richard E Hohlman (603798) (Ended Apr 01, 2011)<br>James P Flannery (606257) (Started Apr 01, 2011)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)","Robert D Teetz (1010) (Ended Jul 29, 2013)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA (Began Feb 01, 2013)","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","2",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1968","Operating","3900.0",
"NY","Northport","2516","3",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","KeySpan Corporation","KeySpan Corporation","Richard E Hohlman (603798) (Started Jan 07, 2009)","Robert D Teetz (1010) (Started Jan 07, 2009)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","KeySpan Corporation, National Grid Generation LLC","KeySpan Corporation, National Grid Generation LLC","Richard E Hohlman (603798)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA (Began Feb 01, 2010)","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","Richard E Hohlman (603798) (Ended Apr 01, 2011)<br>James P Flannery (606257) (Started Apr 01, 2011)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)","Robert D Teetz (1010)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)","Robert D Teetz (1010) (Ended Jul 29, 2013)","Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","3",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Table 1",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1972","Operating","3900.0",
"NY","Northport","2516","4",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","KeySpan Corporation","KeySpan Corporation","Richard E Hohlman (603798) (Started Jan 07, 2009)","Robert D Teetz (1010) (Started Jan 07, 2009)","Phase 2",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1977","Operating","3800.0",
"NY","Northport","2516","4",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","KeySpan Corporation, National Grid Generation LLC","KeySpan Corporation, National Grid Generation LLC","Richard E Hohlman (603798)","Robert D Teetz (1010)","Phase 2",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air","Electrostatic Precipitator",,"01/01/1977","Operating","3800.0",
"NY","Northport","2516","4",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","Richard E Hohlman (603798) (Ended Apr 01, 2011)<br>James P Flannery (606257) (Started Apr 01, 2011)","Robert D Teetz (1010)","Phase 2",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA (Began Mar 11, 2011)","Electrostatic Precipitator",,"01/01/1977","Operating","3800.0",
"NY","Northport","2516","4",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)","Robert D Teetz (1010)","Phase 2",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1977","Operating","3800.0",
"NY","Northport","2516","4",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)","Robert D Teetz (1010) (Ended Jul 29, 2013)","Phase 2",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1977","Operating","3800.0",
"NY","Northport","2516","4",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Phase 2",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1977","Operating","3800.0",
"NY","Northport","2516","4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, MATS, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.9231","-73.3417","National Grid Generation LLC","National Grid Generation LLC","James P Flannery (606257)",,"Phase 2",,"Tangentially-fired","Residual Oil","Pipeline Natural Gas",,"Overfire Air<br>Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"01/01/1977","Operating","3800.0",
